"loan_status","loan_amnt","grade","home_ownership","annual_inc","age","emp_cat","ir_cat"
0,5500,"B","RENT",35000,32,"0-15","11-13.5"
0,21000,"B","MORTGAGE",215662,28,"15-30","11-13.5"
0,2400,"A","RENT",48000,23,"0-15","8-11"
0,2000,"C","RENT",26000,25,"0-15","11-13.5"
0,8000,"A","OWN",22000,28,"0-15","0-8"
0,3000,"C","MORTGAGE",39000,25,"0-15","13.5+"
0,8000,"D","MORTGAGE",60500,24,"0-15","13.5+"
0,20000,"B","RENT",65000,30,"0-15","11-13.5"
0,7000,"B","RENT",18000,29,"0-15","8-11"
1,3000,"B","MORTGAGE",66000,34,"15-30","11-13.5"
0,7000,"B","RENT",64000,28,"0-15","8-11"
0,6400,"C","MORTGAGE",63000,28,"0-15","13.5+"
0,7000,"A","RENT",62000,25,"0-15","0-8"
0,14400,"G","MORTGAGE",140000,28,"0-15","13.5+"
0,5000,"A","MORTGAGE",42000,22,"0-15","0-8"
0,5000,"B","MORTGAGE",80000,42,"0-15","11-13.5"
1,8000,"C","MORTGAGE",52000,31,"0-15","11-13.5"
0,10000,"A","MORTGAGE",100000,24,"0-15","0-8"
0,2100,"A","OWN",21600,36,"0-15","8-11"
1,15000,"B","RENT",100000,24,"0-15","8-11"
0,4000,"A","MORTGAGE",95000,30,"0-15","0-8"
0,4200,"B","RENT",31500,31,"0-15","8-11"
0,3600,"B","RENT",48000,33,"0-15","11-13.5"
0,8000,"C","RENT",86400,34,"0-15","11-13.5"
0,2400,"D","RENT",36069,27,"0-15","13.5+"
0,4000,"B","OWN",14400,22,"0-15","8-11"
0,8000,"A","MORTGAGE",65000,22,"0-15","0-8"
0,6000,"B","RENT",50000,29,"15-30","8-11"
0,11300,"B","RENT",42000,29,"0-15","8-11"
0,3600,"C","RENT",69000,30,"0-15","13.5+"
0,35000,"E","MORTGAGE",300000,37,"15-30","13.5+"
0,6000,"B","MORTGAGE",120000,23,"0-15","8-11"
0,5000,"C","RENT",29000,29,"0-15","13.5+"
0,35000,"C","MORTGAGE",381450,41,"0-15","11-13.5"
1,4500,"B","MORTGAGE",42000,26,"0-15","8-11"
0,5200,"A","MORTGAGE",61250,39,"0-15","8-11"
0,7000,"D","OWN",50400,23,"30-45","13.5+"
0,25000,"B","RENT",90000,25,"15-30","8-11"
0,16800,"B","MORTGAGE",80000,30,"0-15","8-11"
0,2200,"C","RENT",24000,23,"0-15","13.5+"
0,2800,"B","OWN",27560,22,"0-15","11-13.5"
0,1525,"C","RENT",26989.22,26,"0-15","13.5+"
0,10000,"B","MORTGAGE",63000,21,"0-15","8-11"
0,2400,"A","MORTGAGE",67900,26,"0-15","8-11"
0,7500,"B","RENT",35000,25,"0-15","8-11"
0,5700,"C","RENT",35000,22,"0-15","11-13.5"
0,3000,"D","RENT",25000,27,"0-15","13.5+"
0,4800,"A","RENT",89000,26,"Missing","0-8"
0,2200,"A","RENT",35360,21,"0-15","0-8"
0,6000,"B","RENT",55560,31,"0-15","11-13.5"
1,35000,"C","MORTGAGE",120000,31,"0-15","11-13.5"
0,2500,"B","MORTGAGE",50400,23,"0-15","8-11"
0,8000,"A","MORTGAGE",54000,24,"0-15","0-8"
0,18000,"A","RENT",86000,26,"0-15","8-11"
1,7000,"B","MORTGAGE",69600,25,"15-30","11-13.5"
0,3000,"B","MORTGAGE",100000,22,"15-30","11-13.5"
0,6400,"B","RENT",36000,30,"0-15","8-11"
0,5000,"A","MORTGAGE",144000,27,"0-15","0-8"
0,9000,"B","MORTGAGE",40000,32,"0-15","8-11"
0,10400,"B","OWN",38000,31,"15-30","11-13.5"
0,27500,"B","OWN",85000,24,"0-15","11-13.5"
0,1800,"C","RENT",145000,33,"0-15","11-13.5"
0,10000,"A","RENT",50000,25,"0-15","0-8"
0,1000,"B","MORTGAGE",36000,31,"Missing","8-11"
0,5000,"C","RENT",45000,25,"0-15","Missing"
0,6000,"B","MORTGAGE",70000,22,"15-30","11-13.5"
0,3600,"A","OWN",40000,28,"0-15","0-8"
0,18000,"A","MORTGAGE",110000,33,"0-15","0-8"
0,16000,"B","RENT",105000,27,"0-15","Missing"
0,11500,"A","OWN",56000,31,"0-15","Missing"
0,6125,"A","RENT",70000,29,"0-15","0-8"
0,7500,"B","RENT",60000,22,"15-30","8-11"
0,4000,"B","RENT",49000,27,"0-15","8-11"
0,3800,"A","MORTGAGE",21600,21,"0-15","0-8"
0,4000,"E","RENT",36000,36,"0-15","13.5+"
0,7500,"A","RENT",31000,31,"0-15","0-8"
0,8000,"B","MORTGAGE",75000,29,"0-15","11-13.5"
0,12000,"A","RENT",70000,26,"0-15","0-8"
0,6400,"B","RENT",20000,21,"0-15","8-11"
0,13625,"B","RENT",64900,26,"0-15","Missing"
0,15000,"C","MORTGAGE",370000,25,"0-15","11-13.5"
0,10000,"C","MORTGAGE",85000,22,"0-15","13.5+"
0,14400,"B","MORTGAGE",65000,26,"0-15","8-11"
1,9950,"C","RENT",30784,33,"0-15","11-13.5"
0,18000,"B","MORTGAGE",103992,28,"0-15","8-11"
0,5000,"A","MORTGAGE",45000,26,"0-15","0-8"
0,8000,"B","RENT",50000,24,"0-15","8-11"
0,10000,"A","RENT",60000,24,"0-15","0-8"
0,10000,"B","RENT",85248,27,"0-15","8-11"
0,5000,"A","MORTGAGE",60000,22,"0-15","0-8"
0,20000,"B","RENT",350000,28,"0-15","Missing"
0,3200,"A","RENT",55000,26,"0-15","8-11"
0,1900,"C","RENT",19392,26,"0-15","Missing"
0,20000,"B","MORTGAGE",57000,23,"0-15","11-13.5"
0,12000,"B","RENT",120000,35,"0-15","8-11"
0,7000,"B","RENT",45000,25,"0-15","8-11"
0,2000,"B","RENT",19200,23,"0-15","8-11"
0,7000,"B","MORTGAGE",75000,24,"0-15","11-13.5"
0,5600,"D","RENT",75000,30,"0-15","13.5+"
0,12000,"A","OWN",51000,27,"0-15","0-8"
0,12375,"B","MORTGAGE",56000,25,"15-30","11-13.5"
0,6000,"B","RENT",98000,26,"0-15","8-11"
0,5000,"B","RENT",71000,22,"0-15","Missing"
0,11200,"B","RENT",87500,29,"0-15","Missing"
0,4800,"B","RENT",50000,34,"0-15","Missing"
0,3600,"A","RENT",32000,24,"0-15","0-8"
0,3050,"A","RENT",36000,32,"0-15","0-8"
0,7000,"A","RENT",99100,26,"0-15","0-8"
0,8000,"B","MORTGAGE",82000,31,"15-30","11-13.5"
0,5000,"B","RENT",47000,23,"0-15","8-11"
0,7000,"A","MORTGAGE",74400,50,"0-15","0-8"
0,5000,"B","MORTGAGE",51600,23,"0-15","8-11"
0,4100,"C","RENT",20000,23,"0-15","11-13.5"
0,9600,"B","MORTGAGE",24000,28,"0-15","11-13.5"
0,10000,"B","MORTGAGE",41004,41,"0-15","11-13.5"
0,15000,"A","MORTGAGE",70000,27,"0-15","0-8"
0,4800,"A","RENT",24000,22,"0-15","0-8"
0,6000,"B","MORTGAGE",141000,43,"15-30","8-11"
0,17950,"A","RENT",130000,26,"0-15","Missing"
0,12000,"B","RENT",39600,25,"0-15","8-11"
0,7000,"A","RENT",150000,52,"0-15","0-8"
0,3500,"A","RENT",35000,24,"0-15","0-8"
0,6700,"B","RENT",25700,33,"0-15","8-11"
0,8000,"B","RENT",130000,23,"0-15","11-13.5"
0,14400,"B","RENT",84000,32,"Missing","11-13.5"
0,3000,"B","RENT",18000,22,"0-15","8-11"
1,2000,"E","MORTGAGE",72000,39,"15-30","13.5+"
0,1800,"B","RENT",33195.2,23,"0-15","11-13.5"
0,12000,"B","RENT",120000,34,"0-15","11-13.5"
0,12000,"C","RENT",24000,22,"0-15","13.5+"
0,6000,"D","RENT",25200,32,"Missing","13.5+"
0,2000,"C","MORTGAGE",124000,36,"0-15","11-13.5"
1,10000,"A","MORTGAGE",57000,27,"0-15","0-8"
0,3000,"A","RENT",45000,24,"15-30","0-8"
0,3000,"A","RENT",68000,30,"0-15","0-8"
0,8500,"A","RENT",44000,22,"0-15","0-8"
0,10000,"A","RENT",80000,22,"0-15","8-11"
0,8000,"D","MORTGAGE",88000,30,"0-15","13.5+"
0,10000,"A","RENT",33000,37,"0-15","0-8"
1,7500,"B","RENT",36000,26,"0-15","8-11"
0,6000,"A","MORTGAGE",28800,23,"0-15","0-8"
0,6000,"B","MORTGAGE",105000,24,"0-15","8-11"
0,9600,"A","MORTGAGE",50000,24,"0-15","0-8"
0,10300,"B","RENT",45000,21,"0-15","8-11"
0,3000,"A","MORTGAGE",66000,29,"0-15","0-8"
0,5975,"C","MORTGAGE",26400,25,"0-15","11-13.5"
0,6700,"C","RENT",85000,23,"0-15","13.5+"
0,10000,"C","RENT",67000,44,"0-15","11-13.5"
0,7500,"C","MORTGAGE",90000,34,"0-15","13.5+"
0,10000,"C","MORTGAGE",100000,29,"0-15","13.5+"
0,8000,"B","RENT",41200,29,"0-15","11-13.5"
0,5500,"B","MORTGAGE",50000.04,24,"0-15","Missing"
1,12000,"A","RENT",36000,28,"0-15","0-8"
0,9000,"A","MORTGAGE",96000,33,"0-15","0-8"
0,6000,"A","RENT",46000,30,"0-15","0-8"
0,7500,"A","MORTGAGE",60000,51,"0-15","Missing"
0,15000,"B","RENT",42000,29,"0-15","8-11"
1,6000,"B","RENT",43000,35,"0-15","8-11"
0,5000,"D","OWN",60000,31,"0-15","13.5+"
0,9600,"B","MORTGAGE",78000,29,"0-15","Missing"
0,6000,"A","MORTGAGE",25800,30,"0-15","0-8"
0,2500,"C","MORTGAGE",75000,31,"0-15","11-13.5"
0,10000,"C","RENT",140000,47,"0-15","Missing"
0,10000,"A","MORTGAGE",60000,22,"0-15","Missing"
0,4500,"A","MORTGAGE",48000,29,"0-15","0-8"
0,15000,"C","RENT",80000,28,"0-15","11-13.5"
0,4000,"A","MORTGAGE",60000,30,"0-15","0-8"
0,6000,"A","RENT",55000,22,"0-15","0-8"
0,3250,"A","RENT",125000,43,"0-15","0-8"
0,10000,"A","RENT",59600,24,"15-30","0-8"
0,8000,"B","MORTGAGE",38000,22,"0-15","8-11"
0,3500,"B","RENT",53000,28,"0-15","11-13.5"
0,1000,"B","RENT",26400,33,"0-15","8-11"
0,8550,"B","RENT",42000,22,"0-15","11-13.5"
0,3600,"A","MORTGAGE",44000,32,"0-15","0-8"
1,5000,"C","RENT",30000,23,"Missing","11-13.5"
0,2200,"D","RENT",16200,21,"0-15","13.5+"
0,15000,"B","RENT",35000,34,"0-15","8-11"
1,2800,"A","MORTGAGE",15204,23,"Missing","8-11"
0,8000,"A","RENT",70000,29,"15-30","0-8"
0,13800,"A","RENT",79000,24,"0-15","8-11"
0,10000,"B","RENT",50000,22,"0-15","8-11"
0,7000,"A","MORTGAGE",30000,32,"15-30","0-8"
0,6400,"D","RENT",38000,34,"0-15","13.5+"
0,4800,"C","RENT",105000,24,"0-15","Missing"
0,20000,"A","RENT",80000,27,"0-15","0-8"
1,6000,"A","RENT",48000,22,"0-15","0-8"
0,3400,"B","MORTGAGE",60000,27,"0-15","Missing"
0,3600,"B","RENT",24000,21,"Missing","11-13.5"
0,7950,"B","RENT",50700,21,"0-15","8-11"
0,3500,"C","MORTGAGE",60000,40,"0-15","11-13.5"
0,11650,"B","RENT",40000,23,"0-15","11-13.5"
1,3625,"B","RENT",58000,23,"0-15","8-11"
0,1825,"D","RENT",14400,21,"0-15","13.5+"
0,4000,"A","RENT",23400,27,"0-15","0-8"
0,6000,"C","RENT",50000,25,"0-15","13.5+"
0,10875,"A","OWN",51500,50,"0-15","0-8"
0,6000,"D","RENT",30000,24,"0-15","13.5+"
0,3600,"C","RENT",68480,37,"0-15","13.5+"
0,6000,"A","MORTGAGE",114000,40,"0-15","0-8"
0,4000,"C","RENT",38400,22,"0-15","11-13.5"
1,6000,"B","RENT",19200,24,"0-15","8-11"
0,6500,"A","RENT",30000,33,"0-15","8-11"
0,7000,"A","RENT",52249.92,31,"0-15","0-8"
0,2650,"A","OWN",17795,27,"0-15","Missing"
0,1000,"B","RENT",48000,33,"0-15","8-11"
0,1000,"A","RENT",21000,28,"0-15","0-8"
0,4000,"B","RENT",45200,30,"0-15","8-11"
0,5000,"A","MORTGAGE",35256,36,"0-15","0-8"
0,3000,"B","MORTGAGE",54000,32,"0-15","Missing"
0,35000,"D","MORTGAGE",177632,44,"0-15","13.5+"
0,12000,"B","RENT",75000,22,"0-15","11-13.5"
0,20000,"C","MORTGAGE",93000,30,"0-15","11-13.5"
0,4800,"B","RENT",160800,29,"0-15","8-11"
0,7200,"C","RENT",62000,28,"0-15","11-13.5"
1,4800,"A","MORTGAGE",24600,32,"0-15","8-11"
0,21000,"B","RENT",92000,37,"0-15","11-13.5"
0,11200,"A","MORTGAGE",102000,25,"0-15","0-8"
0,5975,"A","MORTGAGE",36000,22,"0-15","0-8"
0,5600,"B","RENT",48000,24,"0-15","11-13.5"
0,4800,"B","RENT",60000,46,"0-15","11-13.5"
0,10000,"C","RENT",42000,30,"0-15","13.5+"
0,1800,"D","RENT",15000,33,"0-15","13.5+"
0,12000,"A","RENT",91392,23,"0-15","0-8"
0,5400,"A","MORTGAGE",65000,23,"0-15","8-11"
1,2500,"C","RENT",19464,24,"Missing","13.5+"
0,5000,"A","RENT",44000,26,"0-15","8-11"
0,6000,"E","RENT",36000,22,"0-15","13.5+"
0,6000,"A","MORTGAGE",60000,22,"15-30","0-8"
0,12000,"A","MORTGAGE",159996,23,"0-15","0-8"
0,14000,"A","MORTGAGE",320000,33,"0-15","0-8"
0,5000,"B","OWN",50000,22,"0-15","11-13.5"
0,4000,"A","MORTGAGE",48000,26,"0-15","0-8"
0,10625,"B","RENT",117000,40,"0-15","11-13.5"
0,11750,"A","MORTGAGE",49000,30,"0-15","8-11"
0,5000,"A","RENT",25200,32,"0-15","0-8"
0,35000,"C","RENT",100000,27,"0-15","13.5+"
0,4000,"A","OWN",70000,25,"0-15","0-8"
1,2800,"A","RENT",54000,21,"0-15","8-11"
0,3000,"A","RENT",24000,33,"0-15","0-8"
0,5000,"A","RENT",56000,26,"0-15","0-8"
0,5600,"A","RENT",38000,24,"0-15","Missing"
0,5000,"D","RENT",15000,22,"0-15","Missing"
0,10000,"A","MORTGAGE",60000,23,"0-15","0-8"
0,3000,"C","RENT",75000,24,"0-15","Missing"
0,6400,"B","RENT",46000,26,"0-15","8-11"
0,5000,"B","MORTGAGE",99600,22,"0-15","8-11"
0,12000,"A","RENT",42000,37,"0-15","Missing"
0,6400,"E","RENT",50000,23,"0-15","13.5+"
0,12000,"A","MORTGAGE",56700,23,"15-30","0-8"
0,6500,"A","OWN",36000,24,"Missing","0-8"
0,10000,"A","MORTGAGE",93000,32,"0-15","0-8"
1,12000,"A","MORTGAGE",39996,28,"0-15","Missing"
0,3200,"A","MORTGAGE",55530,21,"0-15","0-8"
1,10000,"B","RENT",35000,36,"0-15","Missing"
0,19600,"D","RENT",110000,32,"0-15","13.5+"
0,12000,"C","RENT",60000,30,"0-15","13.5+"
0,5250,"C","MORTGAGE",56000,24,"0-15","11-13.5"
0,4000,"B","RENT",58000,27,"0-15","8-11"
0,3000,"A","MORTGAGE",88668,25,"0-15","0-8"
0,4400,"D","RENT",59976,37,"Missing","13.5+"
0,16000,"A","MORTGAGE",97000,23,"0-15","0-8"
0,5500,"C","MORTGAGE",75000,41,"15-30","11-13.5"
1,11200,"A","MORTGAGE",50400,23,"0-15","0-8"
0,5200,"A","MORTGAGE",63599,36,"0-15","0-8"
0,15000,"B","MORTGAGE",56700,28,"0-15","11-13.5"
0,9800,"A","RENT",107000,26,"0-15","8-11"
0,3600,"A","RENT",18700,22,"0-15","8-11"
0,14000,"A","RENT",45000,31,"0-15","0-8"
0,13500,"A","OWN",129600,23,"15-30","0-8"
0,3000,"C","RENT",60000,26,"0-15","13.5+"
0,6000,"C","MORTGAGE",43200,26,"0-15","11-13.5"
0,8000,"A","RENT",55000,23,"0-15","0-8"
0,7000,"A","MORTGAGE",155000,31,"0-15","0-8"
0,7200,"B","RENT",60000,26,"0-15","11-13.5"
0,10000,"D","OWN",98000,23,"0-15","13.5+"
0,20000,"B","RENT",75000,27,"0-15","Missing"
0,12000,"B","RENT",67000,28,"0-15","Missing"
0,4500,"A","RENT",82560,25,"0-15","0-8"
0,3100,"E","MORTGAGE",96000,37,"0-15","13.5+"
0,24000,"C","OWN",190000,24,"0-15","13.5+"
0,8400,"A","MORTGAGE",72000,22,"0-15","0-8"
0,12000,"A","RENT",48672,23,"0-15","0-8"
0,5000,"D","RENT",38000.04,29,"0-15","Missing"
0,12000,"A","MORTGAGE",92000,29,"0-15","0-8"
1,35000,"B","MORTGAGE",487000,39,"0-15","Missing"
0,13500,"B","MORTGAGE",55000,22,"0-15","8-11"
0,15000,"A","MORTGAGE",43200,32,"0-15","0-8"
0,8500,"B","MORTGAGE",70000,29,"0-15","11-13.5"
0,5600,"B","MORTGAGE",95000,30,"0-15","11-13.5"
0,14400,"B","RENT",72000,23,"0-15","11-13.5"
0,7000,"E","RENT",43000,23,"0-15","Missing"
0,6000,"D","RENT",21600,27,"0-15","13.5+"
0,7100,"A","RENT",31000,36,"0-15","8-11"
0,4500,"A","MORTGAGE",99000,29,"30-45","0-8"
0,5000,"C","MORTGAGE",39996,24,"0-15","13.5+"
1,2400,"D","RENT",30000,21,"0-15","13.5+"
0,7200,"A","MORTGAGE",36000,23,"15-30","0-8"
1,5000,"C","RENT",43200,39,"0-15","13.5+"
0,15000,"C","MORTGAGE",130000,23,"0-15","11-13.5"
0,4000,"D","RENT",34000,27,"0-15","13.5+"
0,15000,"A","MORTGAGE",160000,23,"0-15","0-8"
0,1500,"B","RENT",44400,23,"0-15","11-13.5"
0,4200,"B","RENT",29000,26,"0-15","Missing"
1,9750,"D","RENT",20800,31,"0-15","13.5+"
0,5000,"A","RENT",81000,24,"0-15","0-8"
0,7000,"A","RENT",97000,26,"0-15","0-8"
0,10000,"C","MORTGAGE",45600,23,"0-15","13.5+"
0,2500,"C","RENT",52000,26,"0-15","13.5+"
0,11000,"B","RENT",90000,24,"0-15","11-13.5"
0,6000,"B","MORTGAGE",99780,29,"0-15","11-13.5"
0,4000,"C","RENT",61260,37,"0-15","13.5+"
0,4000,"C","RENT",45000,21,"0-15","11-13.5"
0,4000,"D","MORTGAGE",40000,36,"15-30","13.5+"
1,8000,"B","RENT",42000,24,"0-15","11-13.5"
0,5000,"A","MORTGAGE",26000,23,"0-15","0-8"
0,15000,"D","MORTGAGE",45000,29,"0-15","13.5+"
0,6000,"A","RENT",53819,22,"0-15","0-8"
0,15000,"B","MORTGAGE",130000,25,"15-30","11-13.5"
1,9725,"B","OWN",50000,29,"0-15","11-13.5"
0,2000,"C","OWN",42000,36,"0-15","13.5+"
0,7125,"B","RENT",24000,22,"0-15","8-11"
0,5400,"A","MORTGAGE",40000,22,"0-15","0-8"
0,13225,"C","MORTGAGE",123000,27,"0-15","13.5+"
0,2000,"D","RENT",24000,25,"0-15","13.5+"
0,12000,"A","RENT",52000,30,"0-15","0-8"
0,4000,"A","MORTGAGE",45000,25,"0-15","0-8"
0,8000,"B","RENT",22000,29,"0-15","Missing"
0,8000,"A","MORTGAGE",46000,36,"0-15","0-8"
0,1200,"B","MORTGAGE",30000,23,"0-15","8-11"
0,14400,"A","RENT",59000,23,"0-15","8-11"
0,10000,"B","OWN",96000,31,"0-15","8-11"
0,7000,"A","RENT",62000,33,"15-30","0-8"
0,5000,"C","RENT",36000,23,"0-15","13.5+"
0,2000,"A","MORTGAGE",54000,48,"0-15","0-8"
0,13650,"B","MORTGAGE",50000,29,"15-30","8-11"
0,5000,"C","RENT",33600,21,"0-15","11-13.5"
0,28000,"A","MORTGAGE",132132,24,"0-15","8-11"
0,5000,"D","RENT",56000,24,"0-15","13.5+"
0,12000,"C","RENT",55000,33,"0-15","11-13.5"
1,6000,"C","RENT",72000,26,"30-45","11-13.5"
0,4000,"A","MORTGAGE",36000,21,"0-15","0-8"
0,9000,"A","MORTGAGE",71000,44,"0-15","Missing"
0,10000,"A","MORTGAGE",65000,23,"0-15","0-8"
1,7125,"B","MORTGAGE",60000,32,"0-15","8-11"
0,1925,"B","MORTGAGE",54996,23,"0-15","8-11"
0,13000,"A","MORTGAGE",79000,27,"0-15","Missing"
0,7200,"B","RENT",68000,34,"0-15","Missing"
0,12000,"C","MORTGAGE",80000,24,"15-30","13.5+"
0,11000,"A","MORTGAGE",100000,23,"0-15","8-11"
0,7500,"C","RENT",38400,33,"Missing","11-13.5"
0,3000,"A","MORTGAGE",93000,31,"0-15","8-11"
1,9000,"D","RENT",38400,28,"0-15","13.5+"
0,2975,"A","MORTGAGE",30000,35,"0-15","0-8"
1,2050,"C","MORTGAGE",33000,24,"15-30","11-13.5"
0,15000,"B","RENT",60000,22,"0-15","8-11"
1,3200,"C","RENT",39000,25,"Missing","11-13.5"
0,3000,"B","RENT",41000,25,"0-15","Missing"
1,1300,"C","RENT",70000,24,"45+","11-13.5"
0,9150,"C","RENT",120000,33,"0-15","13.5+"
0,15000,"A","MORTGAGE",175000,27,"0-15","0-8"
1,3000,"B","RENT",19200,23,"0-15","8-11"
0,10000,"D","MORTGAGE",162500,26,"0-15","13.5+"
1,11500,"B","MORTGAGE",55000,32,"0-15","8-11"
0,12000,"A","MORTGAGE",31000,32,"0-15","0-8"
0,5000,"A","MORTGAGE",109000,25,"0-15","8-11"
0,8000,"A","RENT",36000,31,"0-15","8-11"
0,6000,"A","MORTGAGE",40000,36,"0-15","Missing"
1,17600,"C","MORTGAGE",100000,32,"0-15","11-13.5"
0,5300,"A","MORTGAGE",36000,25,"0-15","0-8"
0,7000,"A","RENT",65000,28,"0-15","8-11"
0,18000,"A","OWN",51000,27,"0-15","0-8"
0,7450,"D","RENT",80000,27,"0-15","13.5+"
1,21000,"B","MORTGAGE",175000,27,"30-45","Missing"
0,3000,"A","MORTGAGE",16908,36,"Missing","0-8"
0,6200,"A","RENT",72000,22,"0-15","0-8"
0,9000,"A","MORTGAGE",38000,25,"15-30","0-8"
0,4800,"A","MORTGAGE",60000,22,"0-15","0-8"
0,1200,"A","OWN",20000,23,"0-15","0-8"
0,1000,"B","RENT",33388,21,"0-15","8-11"
0,3500,"B","MORTGAGE",50000,24,"0-15","8-11"
0,3600,"B","RENT",40000,24,"0-15","8-11"
0,6000,"A","RENT",24000,30,"Missing","0-8"
0,14000,"A","RENT",41000,22,"0-15","Missing"
0,4800,"A","RENT",15000,21,"0-15","8-11"
0,5000,"C","RENT",28000,40,"0-15","11-13.5"
0,4200,"A","OWN",24000,24,"0-15","0-8"
0,10000,"A","MORTGAGE",37000,28,"0-15","0-8"
0,9000,"A","MORTGAGE",54216,27,"0-15","0-8"
0,5000,"D","MORTGAGE",59000,24,"0-15","13.5+"
0,13600,"D","MORTGAGE",65000,23,"0-15","13.5+"
0,8800,"B","RENT",145000,32,"0-15","8-11"
0,5000,"A","MORTGAGE",36600,27,"0-15","0-8"
0,4600,"B","RENT",73000,24,"0-15","8-11"
1,25000,"D","OWN",84000,28,"0-15","13.5+"
0,3800,"A","OWN",20000,30,"15-30","0-8"
0,2000,"C","MORTGAGE",60000,23,"0-15","13.5+"
0,2400,"B","RENT",48000,23,"0-15","8-11"
1,1300,"A","RENT",50000,26,"15-30","0-8"
0,10000,"B","OWN",100000,26,"0-15","8-11"
1,9600,"A","RENT",43200,25,"0-15","0-8"
0,6000,"B","MORTGAGE",30000,22,"0-15","11-13.5"
0,15000,"B","RENT",36000,25,"0-15","Missing"
0,11000,"D","RENT",58000,29,"0-15","13.5+"
0,1000,"A","OWN",41000,22,"0-15","0-8"
0,2000,"C","RENT",35000,22,"0-15","11-13.5"
0,10000,"C","MORTGAGE",170000,31,"15-30","11-13.5"
0,7000,"A","MORTGAGE",65000,29,"0-15","Missing"
0,3200,"B","RENT",65004,24,"0-15","8-11"
0,3200,"C","OWN",25200,24,"0-15","13.5+"
0,6000,"B","RENT",87500,31,"0-15","11-13.5"
0,11200,"A","MORTGAGE",122000,30,"0-15","0-8"
0,3000,"D","RENT",78000,23,"0-15","13.5+"
0,21200,"B","MORTGAGE",65000,34,"0-15","8-11"
0,15000,"D","MORTGAGE",100000,25,"0-15","13.5+"
0,14000,"A","MORTGAGE",40000,22,"0-15","0-8"
0,4000,"A","RENT",35600,28,"0-15","0-8"
0,9600,"C","RENT",58000,26,"0-15","13.5+"
0,2500,"A","MORTGAGE",84996,31,"0-15","8-11"
1,10000,"B","RENT",30000,21,"0-15","11-13.5"
0,9000,"C","RENT",30000,21,"0-15","11-13.5"
0,5000,"B","MORTGAGE",76800,27,"0-15","11-13.5"
0,7200,"C","RENT",46000,25,"0-15","Missing"
0,33000,"B","MORTGAGE",70000,27,"0-15","Missing"
0,5000,"B","MORTGAGE",26688,33,"0-15","8-11"
0,12000,"C","RENT",44400,23,"0-15","13.5+"
0,4800,"A","MORTGAGE",120000,24,"0-15","0-8"
0,9000,"A","MORTGAGE",80000,24,"0-15","Missing"
0,11000,"B","MORTGAGE",85000,26,"0-15","11-13.5"
1,2000,"A","RENT",19200,29,"0-15","0-8"
0,4000,"B","MORTGAGE",49349,29,"15-30","11-13.5"
0,8000,"B","RENT",31200,23,"0-15","11-13.5"
0,12000,"A","MORTGAGE",46800,24,"0-15","0-8"
0,34000,"C","MORTGAGE",250000,37,"0-15","13.5+"
0,5500,"A","RENT",48000,25,"0-15","0-8"
1,10000,"C","RENT",60000,25,"0-15","13.5+"
1,30000,"E","MORTGAGE",116000,46,"0-15","13.5+"
0,21000,"B","MORTGAGE",90000,38,"0-15","8-11"
1,4000,"C","MORTGAGE",50400,27,"0-15","13.5+"
0,4800,"C","RENT",65004,25,"0-15","11-13.5"
0,1600,"C","RENT",38400,30,"0-15","11-13.5"
0,7000,"C","MORTGAGE",175000,42,"0-15","11-13.5"
0,8000,"C","RENT",50049,26,"0-15","11-13.5"
0,13425,"D","RENT",130000,27,"0-15","13.5+"
0,1050,"A","MORTGAGE",61000,27,"0-15","8-11"
0,15000,"A","MORTGAGE",55000,23,"15-30","Missing"
0,1200,"A","MORTGAGE",69600,23,"0-15","0-8"
0,10000,"D","MORTGAGE",110000,31,"0-15","Missing"
0,8000,"B","MORTGAGE",54000,24,"0-15","8-11"
0,1000,"A","RENT",29311,35,"Missing","0-8"
0,7200,"B","RENT",27600,23,"0-15","8-11"
0,9600,"A","MORTGAGE",165000,23,"0-15","0-8"
0,4000,"A","MORTGAGE",63000,27,"15-30","0-8"
0,20000,"C","RENT",81000,22,"0-15","11-13.5"
0,1200,"D","RENT",57000,41,"0-15","13.5+"
0,11000,"C","RENT",29472,23,"0-15","11-13.5"
0,3900,"A","MORTGAGE",73909,24,"0-15","0-8"
0,3600,"B","RENT",36200,27,"0-15","Missing"
0,3025,"B","RENT",80000,28,"0-15","8-11"
0,2750,"C","RENT",60000,23,"0-15","13.5+"
0,10000,"A","RENT",25000,42,"Missing","0-8"
1,4800,"A","OWN",48000,22,"0-15","8-11"
0,18000,"E","RENT",90000,31,"0-15","13.5+"
1,4000,"A","MORTGAGE",75000,27,"0-15","0-8"
0,15000,"A","MORTGAGE",46000,23,"0-15","0-8"
0,3500,"B","MORTGAGE",35000,22,"0-15","11-13.5"
0,4000,"C","RENT",39996,29,"0-15","Missing"
0,12000,"B","RENT",95000,36,"0-15","8-11"
0,16000,"A","RENT",60000,26,"30-45","0-8"
0,9000,"B","RENT",99000,51,"0-15","11-13.5"
0,9000,"A","RENT",55070,33,"0-15","8-11"
0,9600,"A","MORTGAGE",255000,24,"0-15","0-8"
0,2000,"C","RENT",45500,25,"0-15","11-13.5"
0,9450,"D","RENT",34200,26,"0-15","13.5+"
0,1600,"B","MORTGAGE",36000,31,"0-15","8-11"
0,9600,"D","RENT",53000,21,"0-15","Missing"
0,4000,"A","OWN",80000,23,"15-30","0-8"
